ID,会議の名称,発言者,人分類,発言内容,年度,年月日,委員会/本会議名称,議事関係
,令和7年 区民文教委員会(9月4日),古賀庶務課長,永井佳代,"晴海二丁目に建設する学校の関係です。

まず、１点目の二重利用ということで、小学校、幼稚園、その後、中学校ということで、学校の教育環境に影響があるかどうかというか御質問かと思うんですけれども、今回の校舎整備計画については、資料のほうにも記載させていただきましたが、まず、きちんとお子さんの学びの場が確保できるだけの教室スペースをしっかり用意すること、それから、学校教育活動に付随する必要な設備は当然用意していく考えでございますので、月島第一小学校が晴海に仮移転した際に、学校の設備上で、例えばプールがないとか、いろいろな設備がないとかというような制限は、現時点では具体的に考えていることはないですけれども、設計はこれから入っていきますので、地域の方の御意見なども踏まえて、しっかりと対応させていただきたいというふうには思っているところでございます。

それから、学校の地域開放の話ですけれども、こちらも、晴海の地域の方からお話を聞く際には、子供たちのいろいろな活動の場としてという話も聞かせていただくことはあります。こちらについては、例えばスポーツ開放ですとか、学校施設開放、いろいろな開放の仕方はあるかと思うんですけれども、地域のニーズもきちんと聞きながら、学校においてどういったことが今回の整備の中で対応できるのかというところは、今後、地域の方の意見も聞きながら進めていきたいというふうに考えているところでございます。

最後の３点目ですけれども、中学校に転用する際の工夫というところです。これもこれから設計に入ってまいる中で、やはり最終的には中学校として使っていきますので、小学校、幼稚園等で使いつつも、その後の改修がなるべく軽微といいますか、費用的にも期間的にもしっかり無理なくできるようなことを想定して、こちらで仕様書の中で設計を伝えていく形になるかと思います。そういったところも注意しながら、今後、計画設計、工事のほうを進めてまいりたいと考えております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),永井委員,永井佳代,"御答弁ありがとうございます。様々な御答弁の中でも、地域の方の声をとても大切にしていただいていると強く感じました。ありがとうございます。

さらに、中学校への転用、二重設計に関しても、余計なコストや工期延長が生じないよう最大限の努力、工夫をされていると認識いたしました。ありがとうございます。引き続きお願いいたします。

続きまして、児童・生徒、保護者への説明の機会についてです。

私が申し上げるまでもなく、仮校舎整備や教室不足対応は子供や保護者にとって大きな影響を与えます。先日の晴海西小学校の仮設増築棟に関する説明では、非常に丁寧な対応がされていたことを確認いたしました。この点は改めて評価したいと思います。こちらに関しては、後ほど質問をさせていただきたいと思います。

晴海二丁目仮校舎に関しても同様に、保護者の方や子供たちが安心できる丁寧な説明がなされるものと期待しておりますが、現時点ではどのような対応をお考えなのかお示しください。すみません。こちらもあくまでも現時点で構いませんので、分かる範囲でお願いいたします。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),古賀庶務課長,永井佳代,"学校を改築する際には、先ほども答弁をさせていただいたところに関連しますけれども、学校やＰＴＡの方はもちろんですが、地域の自治会の方、町会の方、あとは青少年委員ですとか、学校を支えてくれる方々も含めた協議会を設定しております。そういった中で回数を重ねて、いろいろな意見を聞きながら丁寧に改築、移転のほうを進めてまいりたいと考えております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),永井委員,永井佳代,"ありがとうございます。

晴海二丁目の仮校舎整備は、一見すると不便を伴う一時的な対応に見えるかもしれません。しかし、工夫次第では、子供たちにとって新しい学びや体験の場となる可能性を秘めています。保護者への丁寧な御説明を重ねながら、子供たちが安心して学校生活を送ることができる環境を整えていただき、多様な子供たちにとって過ごしやすい環境づくりにつなげていただきたいと思います。このお取組が将来の学校づくりに資する前向きな実例となることを強く期待し、理事者報告からの質問は終わります。ありがとうございました。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),木村委員長,木村克一,"ただいま質問のさなかではございますが、暫時休憩を入れます。委員会再開時刻を午後３時５分といたしますので、よろしくお願いいたします。

休憩に入ります。

（午後２時54分 休憩）

（午後３時５分 再開）",,2025/9/4,区民文教委員会,議長/委員長
,令和7年 区民文教委員会(9月4日),木村委員長,木村克一,"休憩前に引き続き委員会を再開いたします。

質問者の発言を願います。",,2025/9/4,区民文教委員会,議長/委員長
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"私からは、資料７と資料９について質問をしてまいりたいと思います。

まず、資料７、晴海二丁目都有地における学校整備についてです。

こちらについては、今回、スケジュールが示されたことと思います。令和14年の夏に月島第一小学校及び幼稚園の仮校舎としての使用、令和18年に内部改修があり、令和19年春に晴海中学校の新校舎として使用するということです。まず、それぞれの段階で想定される課題についてお聞かせください。

次に、将来的な財政負担の見込みについても伺います。

今回、都有地を借り受けて、そこに施設整備をするということですけれども、前回の委員会において、この都有地の借受けについては、区の資産として年間６億円ぐらいという御回答がございました。今後、その上に施設を整備していくことになるんですけれども、まず、施設が晴海二丁目校舎の建設、そして月島第一小学校及び幼稚園の改修工事、そして、その後、小学校から中学校の運用に変えるときの改修工事、さらには現行の晴海中の改修などと続くことになるかと思うんです。この辺の教育施設の整備費、財政負担についてどのようにお考えか、試算などが出ているのであれば、お聞かせいただければと思います。まずは２点、お願いします。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),古賀庶務課長,山本理恵,"スケジュールの中での各段階、引っ越しですとか、移転だとか、各段階での課題感という御質問だと理解しております。

まず、今回、スケジュールとしては、かなり長いスパンで、それぞれ逐次、順序よく計画を進めて、設計から工事、移転の作業も含めて実施していくことが必要になっております。それは、子供の数というところも基準にしまして、ある意味、このぐらいの時期に学校が教室不足になるということを想定しての部分もございますし、これからいろいろな変動要素が起こらないとも限らないというところがございますので、全体を通して言えることは、やはりスケジュール管理をしっかりしていくこと、時期、情勢に応じた見立てをしっかり立て、設計、工期なりといったところをしっかり遺漏なく管理していくというところが全体を通しての課題かと思っております。

また、引っ越しに当たっては、どうしても実際いろいろな作業に当たっていただく学校現場のことも考えていかなければいけないと思いますので、今回、夏休みの時期に引っ越しとしておりますが、これが一番、時期としてはベターだと考えて設定しておりますけれども、そういった学校側の負担というところもしっかり考慮しながら、事前の調整なども含めて、こちらもしっかりと準備を進めていかなければならないと思っております。スケジュールがしっかり進められるのか、あるいは修正が必要なのかというのは、毎年やっている子供の数の推計ですとか、先ほど言った建設業界の状況ですとか、そういった情報は日々変わることもありますので、そういったところをしっかりと捉えていきたいと思っております。

１点目の課題感については、以上でございます。

あと、今回の学校整備に当たっての費用ですとか、財政負担につきましては、現時点で正確な試算はまだ出来上がっていないところでございますけれども、学校整備に当たっては、様々な国の支援ですとか、活用できる財政的な支援はしっかりと活用しながら、区の負担を少しでも軽減できるような視点で工事を進めてまいりたいというふうに思っております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"それぞれ御答弁ありがとうございます。今回、本当に長期的なスパンのスケジュールが示されたと思っております。でも、長期ですから、不確定要素がたくさんあり、あくまでもスケジュールであり、状況によって柔軟に対応していくということで理解いたしました。また、できるだけ学校の負担を軽減できるよう、引っ越しの時期等も考えて検討していくということで理解いたしました。

資料の６の全体スケジュールを見ますと、最後、黄色いところ、晴海中学校の最後のところ、改修の後、区立小学校の不足教室対応と書かれております。令和20年頃です。現在の晴海中学校が最終的に、令和20年頃に区立小の不足教室に対応していく箱物となるということだと思うんですけれども、これはどの辺の小学校の教室不足を想定されて、こちらに書かれたのか、これについて確認をさせてください。

あわせて、通学区域、通学路についても伺いたいと思います。

先ほども前委員とのやり取りがございました。通学路の距離の問題、また安全性の問題、こちらについて質疑がなされたところです。今後しっかりと関係機関と連携しながら、調整しながら安全性を確保していくということでした。もちろん、それはぜひお願いしたいところですけれども、様々な建設工事期間中、新たな仮校舎に通う子供たちの安全性も大事ですが、既存の学校、月島第三小学校であったり、晴海中学校に通っている子供たちの通学の安全性もしっかりと確保していかないといけないと考えております。また、最終的に、物すごく狭い範囲に非常に多くの学校が集まることになるかと思うんです。既存の月島第三小、晴海中学校、そして月島第一小学校が移転してきて仮校舎に入って、さらに東京都の特別支援学校も令和９年度から工事が始まって、令和11年から16年の間、使われるということで、非常に多くの児童・生徒がこの場所に通うことになると思うんです。こちらについても、通学ルートであったり、通学の安全性等をしっかりと考慮して考えていってほしいと思うんですけれども、見解を伺います。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),古賀庶務課長,山本理恵,"まず、最大規模になる時期、こちらの資料の表でいうと晴海中学校の小学校の対応の黄色の図のところですけれども、こちらの時期とどのエリアかというところにつきましては、まず、今回、既存の学校の中でのクラスを今後見通ししていくのに併せまして、先ほど申し上げたとおり、月島地域全体での開発情報を可能性があるところを含めて、算定基礎に加味して試算しているところでございます。今、既に内容が濃いといいますか、組合も含めて開発事業が進んでいるエリアとしては、勝どき地域が見られますけれども、あくまでも、今回、どの学校がというよりも地域全体で考えているところでございますので、これから蓋然性というか、発生する可能性があるところ全部でありますと、相当複数の学校になる可能性もあるんですが、今、内容の濃いところとしましては、令和18年度に開発の完成を見込んでいる勝どきエリアの需要が高くなるのではないかというふうに思っているところでございます。

それから、３点目の東京都の特別支援学校の仮設の校舎ができることに当たりましては、現在、東京都のほうが、これは中央区の学校より前倒しで設置されますので、そういったところの校舎の設計ですとか、それから当然、通学に当たってはバスなどの利用も考えられますので、そういったところの動線だとかというのは、東京都のほうで検討されているというところで、今後、適切な時期に説明があろうかというふうに考えております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),清水学務課長,山本理恵,"私からは、通学路に関してお答えをいたします。

今、御説明いただいたように、狭い範囲に多くの学校が集まるといったところの御懸念があります。先ほどの答弁とも重複するところがあるかと思いますけれども、やはり月島第三小学校に通学する児童と、時間帯によって交差だとか、重複するとか、そういったところも考えられますので、ルートの設定もそうですし、例えば人的な配置をしたほうがよいのかどうかとか、そういったところも含めまして、しっかりとその時点での交通状況や人流の実態を踏まえて検討してまいりたいと考えております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"それぞれ御答弁いただき、ありがとうございます。

今後も、本当に月島地域においては、地域全体で学校教育施設、教室不足を考えていかなければならないと思っております。その際に、通学区域であったり、通学路が、今回だけでなくても、ほかの地域でも非常に問題になってくるかと思いますので、先々を見据えながら設定していただければと思います。

最後に、教室不足への対応というのはもちろんですけれども、学校施設の改修に伴って、やはりよりよい教育環境の整備が期待されると思います。晴海中学校においては、校庭が広くなるといったお話がございました。また、行く行くは特別支援学級の検討もなされているかと思います。では、月島第一小学校の新校舎・園舎の整備においては、どのようなイメージをお持ちなのか、これからの教育施設の在り方についてもお聞かせいただければと思います。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),古賀庶務課長,山本理恵,"月島第一小学校の新たな校舎、設備のイメージというところですけれども、中央区は大きな土地がなかなか取れないというところで、学校の活動の中でも特に体を動かす、運動するようなところは、特に体力づくりという意味で力を入れている部分もありますし、通常必要なスペックといいますか、ものは当然用意しながらも、中央区の学校あるいは地域の課題をしっかりと捉えて、子供たちがよりよい教育環境になるようにということになりますけれども、具体的な設計ですとか、内容につきましては、この後、数年先あるいはちょっと長いスパンになりますので、その時々の学校設備の最新といいますか、いろいろな状況を考えながら、子供たちによりよい教育環境、学習の場、学びの場を提供できるように、そういったことを念頭に置きながら設計、工事をしていきたいと思っております。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"御答弁ありがとうございます。これから設計が入るということで、その時々のニーズであったり、教育施設の先進的なものなども取り入れながら設計していっていただきたいと思います。

では、こちらについては終了させていただいて、資料９、区立図書館の指定管理者の評価結果についても少し伺ってまいりたいと思います。

区立図書館の指定管理者の導入は、遡ると令和３年４月に日本橋・月島図書館に初めて導入されたかと思います。令和４年４月に京橋図書館に、そして12月には移転した本の森ちゅうおうに引き継がれました。さらに、令和６年７月、去年の７月に晴海図書館がオープンして現在に至っているかと思います。４館全て株式会社図書館流通センターが管理運営を行っております。指定期間が５年間ということです。今年は、図書館に指定管理者が導入されてから５年目を迎えたかと思います。今回の資料を拝見しますと、単年度の評価であり、前年度の課題は特になかったと書かれておりました。指定管理者制度において、民間のノウハウを活用した住民サービスの向上であったり、区民の利便性の向上、新たなサービスの展開、管理運営の効率化など、そういったものが期待されるわけですけれども、今回、指定管理を導入して最終年度を迎えるに当たって、導入の効果や課題などがありましたら、お聞かせください。

また、晴海図書館については、今年、１年が経過して、現在の利用状況と課題などがありましたら、お聞かせいただければと思います。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),植木図書文化財課長,山本理恵,"指定管理者の評価に関して、まず、指定管理者制度導入における効果であるとか、課題についてです。

先ほど委員御案内のとおり、令和３年度から指定管理者制度導入ということで、４年間分評価をしてきたわけです。利用者代表の委員等がいらっしゃるんですけれども、特に利用者の方からしますと、指定管理者を導入したことによって、例えば開館時間が延びたり、そういった部分についても効果的な対応ができておりますし、こちらについては、施設が京橋図書館あるいは晴海図書館では、本の森ちゅうおうとか、大きな場所ができたというところはあるんですが、特にイベント系、読書に係るイベント、こういったことが以前よりもかなり多くできるようになったというところは、特に大きな効果であるかなというふうに考えております。

課題につきまして、今後の取組については、そういう意味では、４館体制というところで、いわゆる図書館の建設整備の部分につきましては、一定程度整ったという状況でございますので、むしろこれからソフト面の整備という部分について、さらに力を入れていく必要があるのではないかと考えるところでございます。

それから、晴海図書館についてですけれども、こちらは昨年７月１日に新しく開設されたところですが、２階分を備えた比較的大きな図書館であるというところと、施設の中を御覧いただきますと、従前の日本橋・月島図書館と比較すると、どちらかというと閲覧席を多く設置したというところ、それからまた、４階部分、上の階につきまして、ヤングアダルトというか、10代、20代の方向けのコーナーをかなり大きく取りまして、そちらに集中的にいろいろな本を入れたというところが特に大きな特色となっているところでございます。利用者の度合いというか、利用者数等につきましては、どちらかというと、他の図書館に比べますと、まだ開設したばかりということで、若干少なめになっておりますけれども、こちらは晴海の今後のまちづくり、整備に合わせてどんどん増えていくのかなというふうに考えているところでございます。

私からは以上です。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"それぞれ御答弁いただき、ありがとうございます。

私も、本の森ちゅうおうであったり、晴海図書館によく伺わせていただくんですけれども、本当に広くてきれいで、またイベントも本当に多く開催されていて、使いやすくなったと思っております。管理運営もしっかりしていますし、利用者の評価も非常に高いと私自身も認識しております。今後も、より一層ソフト面の整備に力を入れてほしいと思います。

図書館というのは、収益が生じない施設であります。収益が生じない施設ですけれども、指定管理者制度において、どのようにインセンティブを高めていくのか、自主的な経営努力を促す工夫などがございましたら、お聞かせいただければと思います。

また、今年の８月、つい先日まで２週間ほど臨時休館がございました。図書館全館を臨時休館して、システム改修がなされたかと思います。今回のシステム改修によって、どのように図書館が変わったのか。また、夏休み期間にシステム改修がなされて２週間使えなかったわけですけれども、区民からどのようなお声が寄せられているのか。なければないでいいんですけれども、もし何か寄せられていたら、お聞かせいただければと思います。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),植木図書文化財課長,山本理恵,"まず、指定管理者の事業者の経営上のインセンティブでございます。

委員お話しのとおり、収益事業ではないというところで、経営の金銭的な利益とはまた別なところではあろうかと思いますが、現在の事業者であります図書館流通センターにつきましては、当然ながら、都内でも幅広くいろいろな図書館事業を受けている事業者でございます。こういった中で、実際に導入、運営している施設に関する評判というような類いのものが、いろいろ業界というか、同業の中でも評価されているという部分は聞き及んでおりますので、こういったところは、事業者側にとっての一つのインセンティブ、大きな部分になるのかなというふうに考えております。

それから、図書館のシステム改修に係る部分でございます。

夏休み期間、８月の中・下旬に２週間ということで図書館システムの改修を行わせていただいたところでございます。システム改修によって大きく変わったところは、いわゆるシステムの使い方や利用方法の改善、もう一つは図書館のホームページがそれに伴って改修されて新しくなっております。システム業者のほうでもいろいろな改修を年々行っておりますので、当然、順次他区や他市等でのシステム改修が行われるごとに新たな機能が追加されているところですけれども、そういう意味では、利用方法全般について、より便利な在り方が追加されているところでございます。

それから、休館に係る御意見ということですけれども、２週間休みを取ったことにつきましての御意見というのは幾つかいただいているところでございますが、細かい具体的なお話という部分ではなくて、とにかくなるべく休みを取らないようにしていただきたいとか、そういう類いの御意見でございました。

私からは以上です。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),山本委員,山本理恵,"それぞれ御答弁ありがとうございます。

今後もよりよい図書館運営をお願いするところでありますけれども、区民が今増えていて、利用者ニーズも非常に多様化しているかなと感じております。もうそろそろ終わりなので、最後に要望だけさせていただきたいと思うんですけれども、今、外国人人口が非常に増えております。また、学校では英語教育がどんどん低学年化していたりとかまた国際理解教育に力を入れていたりとか、そんな状況の中で、図書館においても少し英語の絵本であったり、書籍もぜひ置いていただきたいと思っております。今でも日本語と英語、両方書かれたような絵本であったり、書籍はあるんですけれども、やはりすごく少ないんです。今、人口が非常に増えて、また多様化している現状を踏まえて、そういった図書の選定もお願いしたいと要望して、質問を終わります。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),白須委員,しらす夏,"よろしくお願いいたします。資料３で御報告いただきました新富区民館の工事に伴う休館についてお伺いしたいと思います。

区民館は、地域の皆様にとっても、日常的に集い、活動を行う大切な拠点であります。今回の工事による休館に際して、地域団体や高齢者の活動が途絶えてしまうことを避けなければなりません。工事期間中の代替施設などの確保についてお考えがあるかどうか、そして、区としてどのような対応を取っているのか。また、その間、使っていた方々がどのようにお過ごしになるか、考えていらっしゃるのかお伺いしたいと思います。また、利用者の方々への周知方法はどのように工夫されているのか伺いたいと思います。特に、インターネットやＳＮＳにアクセスできない高齢者の方々にも確実に情報が届く仕組みを講じているのか確認させていただきたいと思います。よろしくお願いいたします。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),平川地域振興課長,しらす夏,"新富区民館の改修工事に当たりまして、休館することについては、地域の方をはじめ、皆さんに大変御迷惑と御不便をかけるところでございます。そういった中で、代替施設でございますとか、地域活動を阻害しないためにというところでございますけれども、基本的には、近隣の区民館等への御案内ということになりますが、ただいま八丁堀の区民館も大規模改修しているところでございますので、そういったところでは、こちらですと京橋プラザ区民館が近傍の施設になろうかと思います。また、団体によってはブーケのほうの御利用を、重複して使っていただいている団体もあろうかと思います。

そういった中で、丁寧な周知ということはもちろんでございます。基本的には、資料でも説明をさせていただいた区のおしらせ、ホームページでの周知というところでございますが、区民館の御利用でございますと、やはり特定の団体、基本的にそちらをよく使っていただいている団体というところもございます。そういった中で、受付の職員等とも顔なじみになっていただいていて、例えばこの時期に御利用があるというところも、区民館のほうでは把握がございますので、そういったところで御不便をかけないように、しっかりと御案内をしていく、そういったところのきめ細かさを出していきたいというふうに考えてございます。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),白須委員,しらす夏,"御答弁ありがとうございました。

近隣でも休館中のところがあるということで、リピーター、多く使っていらっしゃる方、決まった方もいらっしゃる、顔見知りの方がいらっしゃるようですので、利用団体ごとに個別相談なども行っていただいて、柔軟な対応をどうぞよろしくお願いいたします。地域に根差した区民館活動が工事のために細くなってしまうことがないように、きめの細かい伴走支援を引き続きよろしくお願いいたします。ありがとうございました。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),木村委員長,木村克一,副委員長は委員席へお移りください。,,2025/9/4,区民文教委員会,議長/委員長
,令和7年 区民文教委員会(9月4日),小栗委員,小栗智恵子,"それでは、私からも資料７の晴海二丁目の件で何点か質問をさせていただきたいと思います。

御説明では、令和５年度当時の児童数推計において、令和９年度の狭隘化が見込まれたということで、令和７年度に通学区域の変更を行った後の改築のスケジュールをいろいろ検討したというふうに説明がありました。通学区域変更後の児童数ということで数字が出ていますけれども、これを見ますと、逆に、令和９年度は児童数が減ったり、必要な学級数が減ったりしている数字が出ている。そして、令和15年度でいくと、急に600人ぐらいの児童数という想定になっております。この辺の数の想定、例えば令和８年度に584人に増えています。これは、今、月島三丁目北とか南で大きな開発ありますが、そういうものが完成した後の児童数の増を見込んだ数として出ているのか、この数字の根拠となる見方を御説明いただけたらというふうに思います。

２つ目に、御説明の中で勝どき駅周辺の開発などもいろいろこれからもあるというお話もありましたけれども、月島第一ではなくて第二小学校の区域のほうも含めた児童数の増加とか、教室数の必要とか、そういうものもこの数字の中に含まれているのかという点の確認をさせていただきたいと思います。

２ページ目に、晴海中学校を改築して16室から30室に増やすと。晴海西中学校についても、晴海西小学校の第二校舎が出てきた後に、そこに晴海西中学校としての教室を確保するという内容で示されております。中央区の場合は私立に行くお子さんが多いということで、半分ぐらいが私立に進学ということもあったりしますが、これは晴海西中学校に進学する生徒さんが予想を上回るような、区立中学校への進学が増えている、そういう中での対応だという理解でいいのかお伺いしたいというふうに思います。

最初に、月島第一小学校としての校舎を造るわけですけれども、これは晴海中学校として利用する新校舎にふさわしいような中学校仕様の建物をまず建てるのか、仮校舎としてプレハブのようなものを建てるのか、その辺の問題についてもお願いしたいと思います。

以上です。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),古賀庶務課長,小栗智恵子,"それでは、順次お答えさせていただきます。

まず、月島第一小学校の子供やクラス数の推移についてです。

まず、先ほども申し上げたとおり、子供の数の推計につきましては、今年の人口推計を学区域ごとに分けて推計をしている結果として出てきております。令和８年度は、学区域の変更をしたにもかかわらず増えているところ、これが目立つと思うんですけれども、こちらについては、実は、令和７年度、８年度は経過措置期間になっておりまして、この２年間は、今年から変更したんですが、現行の学区域、月島第一小学校にも通えるような状況になっておりますので、そういったところを推計の中で加味している状況があります。

月島三丁目の開発につきましては、こちらの把握では令和８年度からの入居ということで、令和９年度以降の推計値に加味しているものとなってございます。こちらの子供の数については、先ほど言った基本的な推計の考え方に基づいて実施しておりますので、そこの学区域エリアの変更が令和９年度には効果が出てきて、当初の９年度に狭隘化がというところが後ろ倒しになったといいますか、少し先に延びているような認識でございます。

それから、月島第二小学校も含めた学区、学級、クラスを加味しているかというところですが、これは月島地域全体の小学校、中学校の全体の数として、子供の数がこれくらいになる。なので、必要なクラス数はこれぐらいだということで集計しております。当然、勝どきエリア、月島も含めた推計値となってございます。

それから、中学校への進学についてですけれども、こちらも毎年過去の各学校の就学率を実績に基づいて数値をつくってございますので、晴海中学校などに出てきている数字というのは、当然、各学校ごとの過去の就学率を反映しているものとなって、数字としてあらわれているところでございます。

それから、晴海二丁目の校舎の造り方、仕様ですけれども、最終的には中学校として内部改修をして運営していくことを前提としていますので、大きな軀体の変更が伴うような耐震だとか、そういった大きなものについては、当然、しない前提で、各区割というんですか、小さな内部改修でできるように設計をしていった上で、必要な拠出を簡便に変更できるといいますか、中学校を想定して造るんですけれども、小学校の、幼稚園の教室の確保ができるような設計、つくり込みを考えているところです。

以上でございます。",,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),小栗委員,小栗智恵子,"人口の推計もなかなか難しいですし、どれだけ学校に入学する児童・生徒が出てくるのかというのも、10年先の推計とかというのはなかなか難しいと思いますけれども、考えてつくったけれども、やはり足りなくなってしまったといって、今、晴海西小などもやっていますけれども、なるべくそういう事態にならないように、長期的な視点に立って、必要な教室数が確保できるように御努力をお願いしたいというふうに思います。

これについては、以上で終わります。ありがとうございます。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),木村委員長,木村克一,"小栗委員は副委員長席へお戻りください。

続いて、議題（１）、区民生活及び教育行政の調査について、質疑のある方は挙手を願います。",,2025/9/4,区民文教委員会,議長/委員長
,令和7年 区民文教委員会(9月4日),押田委員,押田まり子,"１点だけ質問させていただきます。多分それはちょっと難しいですとか、無理ですというお答えが返ってくるのではないかなということを分かりつつ聞かせていただきます。

例えば、学校の今の公開の仕方というか、学校を広げるということについて、子供さんたちだけを考えても、始業前、終業後の校庭などの使い方とか、学校全体の公開される使い方について伺いたいと思っています。安全性の面であるとか、責任所在の在り方であるとか、これは非常に難しいのはよく分かるんです。でも、今の学校の校門のロック状態を見ていると、確かに、あれがあると悪いものは絶対阻めます。だけれども、いいものを少し締め出してしまっているような、雰囲気ですよ、雰囲気があるのではないかという感じがするんです。今の学校の全体の在り方については、どのように思っていらっしゃるか教えていただけますか。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),平林教育長,押田まり子,基本的に、学校については、義務教育というお題目ということではないですけれども、大変な大義があって、義務教育に支障のない限り、基本的には、私は学校は全て開放すべきだという考え方でおります。したがいまして、今も時間的に使わない時間帯については、なるべくその開放に向かって、中央区の資源として学校を使っていただきたいという考え方がございます。今、委員が言われたように、少しハード的にセキュリティが厳しいというのは、ある意味、昼間は学校として使っておりますので、そこは御容赦いただきながら、いかにして区民の方々に区の財産として学校を開放できるかというのは、引き続き検討もし、昨今においては、例えばプレディ、プレディプラスということで、福祉との連携の中で新たな行政課題についても学校の中で解決していけるような、そういった課題も行っておりますし、また、公園の不足などという問題も、校庭をいかに有効利用できるかということで、先ほども少しお話がありましたように、例えばキャッチボールができるとか、自転車が乗れるようなところとか、そういったところも安全な学校の校庭を利用しながら今行っている。したがいまして、これから造る学校につきましても、学校施設の体育館であったり、校庭であったり、それ以外にも使える部分があれば、積極的に開放していきたいという考え方でおります。よろしくお願いします。,,2025/9/4,区民文教委員会,理事者
,令和7年 区民文教委員会(9月4日),押田委員,押田まり子,"ありがとうございました。

何でこんな質問をするかというと、まちのおじさんたちもよく言うんですよ。俺たちは早い時間に学校へ行って校庭で野球をしていたよなと。授業が始まったら、もう疲れて居眠りしそうになったよなとか、おばさんたちは、一人ではできない大縄跳びをしたねというような、学校の校庭ですごく遊んでいた思い出がたくさんあります。それから、地域の人たちも学校の校門が開いているので、のぞいたら、今日、学校でこんなことをやっていたよと地域のうわさになったりする。学校と地域が非常に近いものだったという感じがしているんです。私は、とてもいいことも阻んでしまうのではないかなというのは、先ほど地域でサポーターのお話がありましたけれども、サポーターとか、そういう堅苦しい考え方ではなくて、自然発生的にまちの人が学校のみんなの面倒を見てあげようということがあったんです。一例としますと、私どものいるところの学校が建て替えのときに、ほかの学校に通わなければならなかった。通学路が当然変わりますよね。そうすると、その間に住んでいる近いおじさんたちが、子供たちが通っていくのに、道が変わって大丈夫かなというので、出てきて、みんなが子供たちを指導してくれたり、安全を見守ってくれていた。それはサポーターでも何でもないの。ただ、まちのおじさんが子供たちのためにやってくれたという状況があるんです。ですから、そういうことを考えたときに、もう少し、昼間でも学校と地域の関わりがうまくできないか、学校の校庭も子供たちがうまく使えないか。難しいことは分かるんだけれども、その辺がもうちょっと、改善という言葉は違います。変えることが少しできるのかどうかというのは、もう一回お尋ねさせていただいてもいいですか。",,2025/9/4,区民文教委員会,議員
,令和7年 区民文教委員会(9月4日),平林教育長,押田まり子,学校のセキュリティに関しては、以前は本当に開かれた学校ということで本当に開放だったんですけれども、皆さん御存じの大阪の池田小の事件があってから、セキュリティが厳しくなって、いわゆるロック式になってしまった。今言った地域との関わりという意味では、やはり学校というコミュニティの核は地域の核なんです。ですから、学校を中心にしたコミュニティというのを、これからも中央区というのは果たしていくだろうというふうに私は思っております。できる限り開かれた学校ということを目指しながら、生徒の安全性も考えながら、積極的にできることはやっていきたいというふうに考えてございます。よろしくお願いします。,,2025/9/4,区民文教委員会,理事者
